id,label,text,len_text
943,argumento,a verdade: o fato de continuar sendo a escolha da mãe manter o bebê e a maioria não faz nada para justificar a matança contínua de vidas inocentes no útero. ,30
944,argumento,os pais têm o direito de saber se seu filho está fazendo um aborto. ,14
945,nao_argumento,"ele estava preocupado que isso diminuísse o aborto médico no texas e aumentasse o aborto cirúrgico, o que é o oposto da tendência nacional e parecia, para ele, menos seguro para as mulheres. ",33
946,nao_argumento,- a atividade humana é uma causa substancial das mudanças climáticas globais? ,12
947,argumento,os fetos abortados mais tarde na gravidez e nascidos vivos são deixados para morrer ou são mortos pelos médicos. ,19
948,argumento,"se você abortar um feto com defeito, não respeitará ou valorizará as pessoas com deficiência. ",15
949,nao_argumento,"levando ao extremo, Jane decide arrancar os olhos de seu feto. ",11
950,nao_argumento,inscreva-se no boletim diário. inscreva-se no boletim diário: o melhor da nova-iorquino todos os dias. ,15
951,argumento,o movimento dos direitos reprodutivos não tem componente de genocídio - ninguém está disposto a matar todos os embriões. ,19
952,argumento,"se uma mulher havia feito um aborto na adolescência, o risco era 100% maior. ",14
954,argumento,"a tomada ilegal de uma vida humana é assassinato e, como a ""razão"" número 2 concorda que a vida começa na concepção, esse é um argumento pró-vida contra o aborto. ",30
955,nao_argumento,"simplesmente não é justo, não é justo. ",7
956,argumento,"quando as restrições ao aborto refletem ou reforçam os estereótipos tradicionais de papéis sexuais, os argumentos de igualdade insistem que tais restrições são suspeitas e podem violar os EUA. constituição. ",30
957,nao_argumento,"os abortos aumentaram constantemente durante o mandato do primeiro presidente republicano ""pró-vida"", ronald reagan. ",14
958,nao_argumento,"Então, quais são as evidências de algumas das principais reivindicações em torno do aborto? ",14
959,argumento,"'' (Lifenews) ""esses bebês, e todos sabemos que são bebês, não cometeram crimes, mas você e o seu os sentenciam a uma morte horrível e dolorosa. "" ",27
960,nao_argumento,"- ao longo do século 20, a Terra aqueceu de 1 a 1,4 graus e mudanças climáticas, incluindo ondas de calor mais intensas, furacões mais fortes, perda de gelo do mar, recuo das geleiras e mais secas ocorreram. ",38
961,nao_argumento,"de acordo com esse padrão de amplo alcance altamente permissivo, permitir que o procedimento ""brutal, bárbaro e não civilizado"" do aborto de proibição parcial caracterize como essa nação, sob nosso estado de direito, se descreve como civilizada. ",37
962,nao_argumento,"roberts fez algumas perguntas sobre se o estado tinha uma base racional para a lei e, em seguida, os juízes liberais assumiram o argumento - e eles podem apenas ter trazido o kennedy para o passeio. ",36
963,argumento,isso é um problema e ficou bastante evidente quando fomos confrontados com a bagunça do “aborto parcial no nascimento”. ,19
964,nao_argumento,não vamos deixar isso acontecer. ,5
965,argumento,"a maioria das mulheres afetadas por essas leis ainda tem abortos, mas muitas as procuram mais tarde devido à dificuldade de acessar os serviços. ",24
966,nao_argumento,"eleições importam, mas há algo mais profundo em jogo aqui. ",10
967,nao_argumento,medicamentos prescritos devem ser anunciados diretamente aos consumidores? ,8
968,argumento,o aborto não é a única opção. ,7
969,argumento,"mas 40 anos depois das ovas, muitos de nós ainda não pensam que a decisão deva ser derrubada. ",18
970,argumento,e eles têm que parar. ,5
971,nao_argumento,"as 150 declarações de referência a favor, contra e general concentram-se na questão central: os criminosos devem votar? ",18
972,nao_argumento,"essas são diferenças de grau, não diferenças de tipo. ",9
973,argumento,"observe como é vazia a retórica pró-escolha, se houver exceções. ",10
974,nao_argumento,mais restrições estaduais ao aborto nos Estados Unidos foram promulgadas entre 2011 e 2013 (205 no total) do que foram adotadas durante toda a década anterior (189). ,27
975,nao_argumento,"os supositórios de prostaglandinas 'iniciariam' um aborto que pareceria um aborto espontâneo. "" ",13
976,argumento,"se você está preocupado com eles se sentirem rejeitados, eles podem ficar tristes por você não os querer, mas é provável que eles sintam alguma gratidão por você deixá-los viver. ",30
977,nao_argumento,"faça tudo o que pudermos, pessoalmente e como comunidade e sociedade, para ajudá-la a ter liberdade, espaço, tempo e meios para escolher a vida. ",24
978,nao_argumento,"espero ter dado motivos para convencê-lo de que isso não é uma questão simples, que as autoridades discordam e que, mesmo que você tenha uma convicção firme de que é claro o que é um aborto indireto e o que não é, existem autoridades que discordo de você. ",48
979,argumento,"nos estágios iniciais da gravidez, abortos e abortos apresentam sintomas indistinguíveis. ",11
980,nao_argumento,algumas pessoas argumentam que níveis crescentes de gases de efeito estufa produzidos pelo homem estão aquecendo o planeta e fazendo com que o clima mude. ,25
981,nao_argumento,e milhões de mulheres pagaram o preço. ,7
982,argumento,e se o bebê nascer em uma família instável? ,9
983,nao_argumento,"a partir de maio de 2011, o número médio de prescrições para novos medicamentos com publicidade dtc é nove vezes maior do que as prescrições para novos medicamentos sem anúncios dtc. ",31
984,nao_argumento,"em 2013, os estados unidos eram o segundo país industrializado mais obeso, com 31,8% dos americanos que se enquadravam na categoria de obesos. ",23
985,argumento,muitas pessoas pró-escolha tentam (sem sucesso) pintar reivindicações pró-vida de que bebês por nascer têm o direito de viver como extremistas. ,21
986,argumento,a hipótese de que mulheres que se submetem a um aborto têm piores resultados em saúde mental do que aquelas que não fazem parte de uma alegação científica e podem ser testadas como tal. ,34
987,nao_argumento,"sua análise, enviada ao bispo em outubro, foi rejeitada por olmsted no mês passado. ",14
988,nao_argumento,deve haver um referendo nacional sobre o aborto para que as pessoas possam decidir se querem. ,16
989,nao_argumento,isso levaria a tantas consequências negativas. ,6
990,nao_argumento,é isso: sabemos o que é uma maçã. ,8
991,nao_argumento,o número de casais por aí que não podem ter um filho por razões físicas é muito grande para contar. ,20
992,nao_argumento,"além de enfatizar que o estado tinha uma base racional para a lei, roberts fez apenas uma pergunta não conseqüente sobre o mérito. ",23
993,nao_argumento,"entre seus colegas do senado, as opiniões pessoais de kaine sobre o aborto são vistas como não-fatoriais. ",17
994,argumento,é ridículo que uma criança possa ser tratada como um ser humano em um local (a incubadora) e como propriedade descartável em outro (o útero). ,25
995,nao_argumento,eu marchei no direito de eventos da vida quando eu era jovem! ,12
996,argumento,"todos os conservadores devem achar fácil concordar que o governo deve defender o direito de todas as pessoas a fazer escolhas em relação a suas vidas e que o direito a todas as pessoas deve ser garantido antes que ele possa exercer esse direito de escolha. "" ",47
997,nao_argumento,a implicação é que o comentarista acusado está tentando deliberadamente tirar a discussão dos trilhos. ,15
998,nao_argumento,"agora acabou a breyer: ""existem duas leis. ",7
999,nao_argumento,"13 aqui, como em outras partes de Casey, o tribunal está interpretando a cláusula do devido processo legal e baseando-se em valores de igualdade, a fim de entender a substância do direito. ",32
1000,nao_argumento,essa legislação protege o direito de cada estado de proteger o casamento. ,12
1001,nao_argumento,"Embora a questão imediata do teto da dívida tenha sido resolvida com responsabilidade, uma crise de dívida direcionada a gastos continua sendo uma ameaça. ",24
1002,argumento,"existe a possibilidade de sua própria vida estar em risco, se ela entregar o filho. ",15
1003,nao_argumento,"dados convincentes, com certeza, mas os presidentes geralmente precisam lidar com o congresso e a suprema corte ... e é por isso que o presidente george w. A posse de Bush é muito informativa. ",34
1004,argumento,"eles podem não querer enfrentar a ira de seus pais, o constrangimento na escola ou a responsabilidade vitalícia da maternidade. ",20
1005,nao_argumento,"um médico prescreve dois comprimidos e as mulheres tomam os comprimidos em casa, correto? "" ",15
1006,argumento,"Se você tem medo de que seu filho tenha defeitos congênitos ou síndrome de down, então não tenha filhos ou você pode adotá-lo! ",23
1007,nao_argumento,"havia algo maravilhoso e simbólico em que roberts perdia o controle quase completo sobre as mulheres indignadas da corte, que simplesmente não estão mais dispostas a jogar bem. ",28
1008,nao_argumento,"tentarei convencê-lo de que, se soubermos o que é uma maçã, roe v. wade deve ser derrubado e que, se você quiser defendê-lo, provavelmente desejará negar que sabemos o que é uma maçã. ",33
1009,nao_argumento,"dessa forma, o artigo é bom. ",6
1010,nao_argumento,"e igualmente um levita, quando estava no local, veio e olhou para ele, e passou do outro lado. ",18
1011,argumento,"image copyright @ madameclaudine1 image caption 'se concordarmos que uma mãe pode até matar seu próprio filho, como podemos dizer a outras pessoas que elas não devem se matar? "" ",30
1012,nao_argumento,"sua apresentação imparcial e verdadeira faz uma tremenda contribuição para o sistema político. "" ",14
1013,nao_argumento,"procon.org não tem controle sobre o conteúdo desses comentários e, portanto, não assumimos responsabilidade por eles. ",16
1014,nao_argumento,"a cláusula de proteção igual é um texto constitucional amplamente venerado, ao qual os americanos em todo o espectro político reivindicam há muito tempo. ",24
1015,nao_argumento,"9 preocupações com a degradação, desrespeito e estigmatização de gays permeiam a interpretação do tribunal da cláusula do devido processo legal em lawrence. ",23
1016,argumento,"para mim e meu marido, que a vêmos dessa maneira, teria violado nossos valores morais levar adiante um feto infestado de parasitas, como em nossa primeira gravidez, ou um com defeitos genéticos reconhecíveis, que descartamos na segunda. ",37
1017,argumento,"se você acha que o aborto deve ou não ser permitido, não se pode contestar que um médico está prejudicando um organismo vivo. ",23
1018,argumento,"“Meu corpo, minha escolha” - as mulheres têm o direito de escolher o que fazer com seu corpo. ",18
1019,nao_argumento,"pelo que sei, uma criança pode processar sua mãe por danos causados ​​pelo comportamento da mãe durante a gravidez, mas (também pelo que sei) uma mulher não pode ser responsabilizada criminalmente por comportamento negligente durante a gravidez. ",37
